Symbol,CompanyName,DpmName
HNDL,STRATEGY SHS NS 7HANDL IDX,
HNGR,HANGER INC COM NEW,"Wolverine Trading, LLC"
HNI,HNI CORP COM,
HNNA,HENNESSY ADVISORS INC COM,
HNP,HUANENG PWR INTL INC SPON ADR H SHS,GTS Securities LLC
HNRG,HALLADOR ENERGY COMPANY COM,
HNTUF,HUNTER MARITIME ACQUISITION CO UT 1CL A 1/2WT,
HNW,PIONEER DIVERSIFIED HIGH INCOM COM,
HOFT,HOOKER FURNITURE CORP COM,
HOFV,HALL OF FAME RESORT & ENTMT CO COM,
HOFVW,HALL OF FAME RESORT & ENTMT CO WT EXP 070125,
HOG,HARLEY DAVIDSON INC COM,GTS Securities LLC
HOL,HOLICITY INC COM CL A,
HOLD,ADVISORSHARES TR SAGE CORE ETF,
HOLI,HOLLYSYS AUTOMATION TCHNGY LTD SHS,"Susquehanna Securities, LLC"
HOLUU,HOLICITY INC UNIT EXP 080525,
HOLUW,HOLICITY INC WT EXP 080427,
HOLX,HOLOGIC INC COM,GTS Securities LLC
HOMB,HOME BANCSHARES INC COM,"Wolverine Trading, LLC"
HOME,AT HOME GROUP INC COM,"Wolverine Trading, LLC"
HOMZ,ETF SER SOLUTIONS HOYA CAP HOUSI,
HON,HONEYWELL INTL INC COM,Citadel Securities LLC
HONE,HARBORONE BANCORP INC NEW COM NEW,
HOOK,HOOKIPA PHARMA INC COM,
HOPE,HOPE BANCORP INC COM,
HOSSQ,HORNBECK OFFSHORE SVCS INC NEW COM,
HOTH,HOTH THERAPEUTICS INC COM,
HOV,HOVNANIAN ENTERPRISES INC CL A NEW,
HOVNP,HOVNANIAN ENTERPRISES INC PFD DEP1/1000A,
HP,HELMERICH & PAYNE INC COM,"Wolverine Trading, LLC"
HPE,HEWLETT PACKARD ENTERPRISE CO COM,"Susquehanna Securities, LLC"
HPF,HANCOCK JOHN PFD INCOME FD II COM,
HPI,HANCOCK JOHN PFD INCOME FD SH BEN INT,
HPK,HIGHPEAK ENERGY INC COM,
HPKEW,HIGHPEAK ENERGY INC WT EXP 082125,
HPP,HUDSON PAC PPTYS INC COM,
HPQ,HP INC COM,"Susquehanna Securities, LLC"
HPR,HIGHPOINT RES CORP COM,"Susquehanna Securities, LLC"
HPS,HANCOCK JOHN PFD INCOME FD III COM,
HPX,HPX CORP SHS CL A,
HPX+,HPX CORP WT EXP 071425,
HPX=,HPX CORP UNITS,
HQH,TEKLA HEALTHCARE INVS SH BEN INT,
HQI,HIREQUEST INC COM,
HQL,TEKLA LIFE SCIENCES INVS SH BEN INT,
HQY,HEALTHEQUITY INC COM,"Group One Trading, L.P."
HR,HEALTHCARE RLTY TR COM,"Susquehanna Securities, LLC"
HRB,BLOCK H & R INC COM,Citigroup Derivatives Markets Inc.
HRC,HILL ROM HLDGS INC COM,GTS Securities LLC
HRI,HERC HLDGS INC COM,Citadel Securities LLC
HRL,HORMEL FOODS CORP COM,Citadel Securities LLC
HRMY,HARMONY BIOSCIENCES HLDGS INC COM,"Susquehanna Securities, LLC"
HROW,HARROW HEALTH INC COM,
HRST,HARVEST OIL & GAS CORP COM,
HRSTW,HARVEST OIL & GAS CORP WT EXP 060423,
HRTG,HERITAGE INS HLDGS INC COM,"Wolverine Trading, LLC"
HRTX,HERON THERAPEUTICS INC COM,"Susquehanna Securities, LLC"
HRZN,HORIZON TECHNOLOGY FIN CORP COM,
HSAQ,HEALTH SCIENCES ACQ CORP 2 ORD SHS,
HSBC,HSBC HLDGS PLC SPON ADR NEW,Morgan Stanley & Co. LLC
HSBC-A,HSBC HLDGS PLC ADR A 1/40PF A,
HSC,HARSCO CORP COM,Belvedere Trading LLC
HSCZ,ISHARES TR MSCI EAFE SMCP,
HSDT,HELIUS MED TECHNOLOGIES INC COM CL A NEW,
HSIC,HENRY SCHEIN INC COM,"Susquehanna Securities, LLC"
HSII,HEIDRICK & STRUGGLES INTL INC COM,"Wolverine Trading, LLC"
HSKA,HESKA CORP COM RESTRC NEW,
HSMV,FIRST TR EXCH TRADED FD III HORIZON VOL SMCP,
HSON,HUDSON GLOBAL INC COM NEW,
HSRT,HARTFORD FDS EXCHANGE TRADED T SHRT DURTN ETF,
HST,HOST HOTELS & RESORTS INC COM,GTS Securities LLC
HSTM,HEALTHSTREAM INC COM,Belvedere Trading LLC
HSTO,HISTOGEN INC COM,"Group One Trading, L.P."
HSY,HERSHEY CO COM,"Two Sigma Securities, LLC"
HT,HERSHA HOSPITALITY TR PR SHS BEN INT,"Susquehanna Securities, LLC"
HT-C,HERSHA HOSPITALITY TR PFD SER C 6.875%,
HT-D,HERSHA HOSPITALITY TR RED PFD SER D,
HT-E,HERSHA HOSPITALITY TR PFD CUM RED E,
HTA,HEALTHCARE TR AMER INC CL A NEW,"Wolverine Trading, LLC"
HTAB,HARTFORD FDS EXCHANGE TRADED T SCHRDRS TAX BD,
HTBI,HOMETRUST BANCSHARES INC COM,
HTBK,HERITAGE COMM CORP COM,
HTBX,HEAT BIOLOGICS INC COM,
HTD,HANCOCK JOHN TAX-ADVANTAGED DI COM,
HTEC,EXCHANGE TRADED CONCEPTS TR ROBO GBL HLTCR,
HTFA,HORIZON TECHNOLOGY FIN CORP 6.25% NT 22,
HTGC,HERCULES CAPITAL INC COM,
HTGM,HTG MOLECULAR DIAGNOSTICS INC COM NEW,"Group One Trading, L.P."
HTH,HILLTOP HOLDINGS INC COM,GTS Securities LLC
HTHT,HUAZHU GROUP LTD SPONSORED ADS,GTS Securities LLC
HTIA,HEALTHCARE TRUST INC 7.375% RED PFD A,
HTLD,HEARTLAND EXPRESS INC COM,Belvedere Trading LLC
HTLF,HEARTLAND FINL USA INC COM,
HTLFP,HEARTLAND FINL USA INC 7% DP SH PFD E,
HTOO,FUSION FUEL GREEN PLC CL A,
HTOOW,FUSION FUEL GREEN PLC WT EXP 070126,
HTPA=,HIGHLAND TRANSCEND PARTNERS I UNIT EX,
HTRB,HARTFORD FDS EXCHANGE TRADED T TOTAL RTRN ETF,
HTUS,EXCHANGE TRADED CONCEPTS TR HULL TACTIC US,
HTY,HANCOCK JOHN INVT TR TAX ADV GLB SH,
HTZGQ,HERTZ GLOBAL HLDGS INC COM,Citadel Securities LLC
HUBB,HUBBELL INC COM,
HUBG,HUB GROUP INC CL A,"Wolverine Trading, LLC"
HUBS,HUBSPOT INC COM,"Susquehanna Securities, LLC"
HUGE,FSD PHARMA INC CL B SUB VTG,"Group One Trading, L.P."
HUIZ,HUIZE HLDG LTD SPONSORED ADS,
HUM,HUMANA INC COM,"Susquehanna Securities, LLC"
HUN,HUNTSMAN CORP COM,GTS Securities LLC
HUNTF,HUNTER MARITIME ACQUISITION CO CL A,
HURC,HURCO COMPANIES INC COM,
HURN,HURON CONSULTING GROUP INC COM,"Susquehanna Securities, LLC"
HUSA,HOUSTON AMERN ENERGY CORP COM,
HUSN,HUDSON CAPITAL INC SHS NEW,
HUSV,FIRST TR EXCH TRADED FD III HORIZON DMST ETF,
HUYA,HUYA INC ADS REP SHS A,"Group One Trading, L.P."
HVBC,HV BANCORP INC COM,
HVT,HAVERTY FURNITURE INC COM,
HVT.A,HAVERTY FURNITURE INC CL A,
HWBK,HAWTHORN BANCSHARES INC COM,
HWC,HANCOCK WHITNEY CORPORATION COM,"Susquehanna Securities, LLC"
HWCC,HOUSTON WIRE & CABLE CO COM,Belvedere Trading LLC
HWCPL,HANCOCK WHITNEY CORPORATION 5.95% SUB NT 45,
HWCPZ,HANCOCK WHITNEY CORPORATION 6.25% NTS 60,
HWKN,HAWKINS INC COM,"Group One Trading, L.P."
HWM,HOWMET AEROSPACE INC COM,Citadel Securities LLC
HWM-,HOWMET AEROSPACE INC PFD SER A,
HX,XIAOBAI MAIMAI INC ADS,
HXL,HEXCEL CORP NEW COM,"Susquehanna Securities, LLC"
HY,HYSTER YALE MATLS HANDLING INC CL A,"Susquehanna Securities, LLC"
HYB,NEW AMER HIGH INCOME FD INC COM NEW,
HYBB,ISHARES TR BB RAT CORP BD,
HYD,VANECK VECTORS ETF TR HIGH YLD MUN ETF,Belvedere Trading LLC
HYDB,ISHARES TR HIGH YLD BD FCTR,
HYDW,DBX ETF TR XTRACKERS LOW,
HYEM,VANECK VECTORS ETF TR EMERGING MKTS HI,
HYFM,HYDROFARM HLDGS GROUP INC COM,
HYG,ISHARES TR IBOXX HI YD ETF,Citadel Securities LLC
HYGH,ISHARES U S ETF TR IT RT HDG HGYL,"Wolverine Trading, LLC"
HYGV,FLEXSHARES TR HIG YLD VL ETF,
HYHG,PROSHARES TR HGH YLD INT RATE,
HYI,WESTERN ASSET HIGH YIELD DEFIN COM,
HYLB,DBX ETF TR XTRACK USD HIGH,Belvedere Trading LLC
HYLD,EXCHANGE LISTED FDS TR HIGH YIELD ETF,"Wolverine Trading, LLC"
HYLN,HYLIION HOLDINGS CORP COMMON STOCK,Citadel Securities LLC
HYLS,FIRST TR EXCHANGE-TRADED FD IV FIRST TR TA HIYL,
HYLV,INDEXIQ ETF TR IQ S&P HGH YLD,
HYMB,SPDR SER TR NUVEEN BBG BRCLY,"Susquehanna Securities, LLC"
HYMC,HYCROFT MINING HOLDING CORP COM CL A,
HYMCW,HYCROFT MINING HOLDING CORP WT EXP 021225,
HYMCZ,HYCROFT MINING HOLDING CORP WT EXP 102222,
HYRE,HYRECAR INC COM,"Susquehanna Securities, LLC"
HYS,PIMCO ETF TR 0-5 HIGH YIELD,"Susquehanna Securities, LLC"
HYT,BLACKROCK CORPOR HI YLD FD INC COM,
HYTR,NORTHERN LTS FD TR III CP HI YLD TRND,
HYUP,DBX ETF TR XTRACKERS HIGH,
HYXF,ISHARES TR ESG ADVNCD HY BD,
HYXU,ISHARES INC INTL HIGH YIELD,"Wolverine Trading, LLC"
HYZD,WISDOMTREE TR HEDGED HI YLD BD,
HZAC,HORIZON ACQUISITION CORP COM CL A,
HZAC+,HORIZON ACQUISITION CORP WT EXP 081925,
HZAC=,HORIZON ACQUISITION CORP UNIT,
HZN,HORIZON GLOBAL CORP COM,
HZNP,HORIZON THERAPEUTICS PUB L SHS,Citadel Securities LLC
HZO,MARINEMAX INC COM,"Susquehanna Securities, LLC"
HZON,HORIZON ACQUISITION CORPORAT SHS CL A,
HZON+,HORIZON ACQUISITION CORPORAT WT EXP 101927,
HZON=,HORIZON ACQUISITION CORPORAT UNIT,
IAA,IAA INC COM,"Group One Trading, L.P."
IAC,IAC INTERACTIVECORP NEW COM,"Two Sigma Securities, LLC"
IACA,ION ACQUISITION CORP 1 LTD SHS CL A,
IACA+,ION ACQUISITION CORP 1 LTD WT EXP 100527,
IACA=,ION ACQUISITION CORP 1 LTD UNIT,
IAE,VOYA ASIA PAC HIGH DIV EQT INM COM,
IAF,ABERDEEN AUSTRALIA EQUITY FD I COM,
IAG,IAMGOLD CORP COM,"Two Sigma Securities, LLC"
IAGG,ISHARES TR CORE INTL AGGR,
IAI,ISHARES TR US BR DEL SE ETF,Citadel Securities LLC
IAK,ISHARES TR U.S. INSRNCE ETF,
IART,INTEGRA LIFESCIENCES HLDGS CP COM NEW,"Susquehanna Securities, LLC"
IAT,ISHARES TR US REGNL BKS ETF,Citadel Securities LLC
IAU,ISHARES GOLD TRUST ISHARES,GTS Securities LLC
IAUF,ISHARES U S ETF TR GOLD STRATEGY,
IBA,INDUSTRIAS BACHOCO S A B DE CV SPON ADR B,
IBB,ISHARES TR NASDAQ BIOTECH,"Two Sigma Securities, LLC"
IBBJ,ETF SER SOLUTIONS DFIANC NQ JR BT,
IBCE,ISHARES TR IBNDS MAR23 ETF,
IBCP,INDEPENDENT BK CORP MICH COM NEW,"Wolverine Trading, LLC"
IBD,NORTHERN LTS FD TR IV INSPIRE CORP,
IBDD,ISHARES TR IBONDS MAR23 ETF,
IBDM,ISHARES TR IBONDS DEC21 ETF,
IBDN,ISHARES TR IBONDS DEC22 ETF,
IBDO,ISHARES TR IBONDS DEC23 ETF,
IBDP,ISHARES TR IBONDS DEC24 ETF,
IBDQ,ISHARES TR IBONDS DEC25 ETF,
IBDR,ISHARES TR IBONDS DEC2026,
IBDS,ISHARES TR IBONDS 27 ETF,
IBDT,ISHARES TR IBDS DEC28 ETF,
IBDU,ISHARES TR IBONDS DEC 29,
IBDV,ISHARES TR IBONDS DEC 2030,
IBEX,IBEX LTD SHS NEW,
IBHA,ISHARES TR IBONDS 21 TRM HG,
IBHB,ISHARES TR IBONDS 22 TRM HG,
IBHC,ISHARES TR IBONDS 23 TRM HG,
IBHD,ISHARES TR IBONDS 24 TRM HG,
IBHE,ISHARES TR IBONDS 25 TRM HG,
IBHF,ISHARES TR IBONDS 2026 TERM,
IBIO,IBIO INC COM NEW,"Susquehanna Securities, LLC"
IBKR,INTERACTIVE BROKERS GROUP INC COM CL A,GTS Securities LLC
IBM,INTERNATIONAL BUSINESS MACHS COM,Citadel Securities LLC
IBMJ,ISHARES TR IBONDS DEC2021,
IBMK,ISHARES TR IBONDS DEC2022,
IBML,ISHARES TR IBONDS DEC2023,
IBMM,ISHARES TR IBONDS DEC,
IBMN,ISHARES TR IBONDS DEC 25,
IBMO,ISHARES TR IBONDS DEC 26,
IBMP,ISHARES TR IBONDS DEC 27,
IBMQ,ISHARES TR IBONDS DEC 28,
IBN,ICICI BANK LIMITED ADR,GTS Securities LLC
IBND,SPDR SER TR BLOMBRG BRC INTL,
IBOC,INTERNATIONAL BANCSHARES CORP COM,
IBP,INSTALLED BLDG PRODS INC COM,"Susquehanna Securities, LLC"
IBTA,ISHARES TR IBONDS 21 TRM TS,
IBTB,ISHARES TR IBONDS 22 TRM TS,
IBTD,ISHARES TR IBONDS 23 TRM TS,
IBTE,ISHARES TR IBONDS 24 TRM TS,
IBTF,ISHARES TR IBONDS 25 TRM TS,
IBTG,ISHARES TR IBONDS 26 TRM TS,
IBTH,ISHARES TR IBONDS 27 TRM TS,
IBTI,ISHARES TR IBONDS 28 TRM TS,
IBTJ,ISHARES TR IBONDS 29 TRM TS,
IBTK,ISHARES TR IBOND DEC 2030,
IBTX,INDEPENDENT BK GROUP INC COM,
IBUY,AMPLIFY ETF TR ONLIN RETL ETF,Belvedere Trading LLC
ICAD,ICAD INC COM NEW,"Wolverine Trading, LLC"
ICBK,COUNTY BANCORP INC COM,
ICCC,IMMUCELL CORP COM PAR,
ICCH,ICC HLDGS INC COM,
ICD,INDEPENDENCE CONTRACT DRILLING COM,
ICE,INTERCONTINENTAL EXCHANGE INC COM,Citadel Securities LLC
ICF,ISHARES TR COHEN STEER REIT,"Susquehanna Securities, LLC"
ICFI,ICF INTL INC COM,
ICHR,ICHOR HOLDINGS SHS,Citadel Securities LLC
ICL,ICL GROUP LTD SHS,
ICLK,ICLICK INTERACTIVE ASIA GROUP SPONSORED ADR,"Susquehanna Securities, LLC"
ICLN,ISHARES TR GL CLEAN ENE ETF,"Susquehanna Securities, LLC"
ICLR,ICON PLC SHS,
ICMB,INVESTCORP CR MGMT BDC INC COM,
ICOL,ISHARES INC MSCI COLMBIA ETF,
ICON,ICONIX BRAND GROUP INC COM NEW,"Susquehanna Securities, LLC"
ICOW,PACER FDS TR DEVELOPED MRKT,
ICPT,INTERCEPT PHARMACEUTICALS INC COM,"Susquehanna Securities, LLC"
ICSH,ISHARES TR BLACKROCK ULTRA,
ICUI,ICU MED INC COM,
ICVT,ISHARES TR CONV BD ETF,
ID,PARTS ID INC COM CL A,
IDA,IDACORP INC COM,
IDCC,INTERDIGITAL INC COM,Citadel Securities LLC
IDE,VOYA INFRASTRUCTURE INDLS & MT COM,
IDEV,ISHARES TR CORE MSCI INTL,
IDEX,IDEANOMICS INC COM,Citadel Securities LLC
IDHD,INVESCO EXCH TRADED FD TR II S&P INTL DEV,
IDHQ,INVESCO EXCH TRADED FD TR II S&P INTL QULTY,
IDIV,METAURUS EQUITY COMPONENT TR US EQT CUM 2027,
IDLB,INVESCO EXCH TRADED FD TR II FTSE INTL LOW,
IDLV,INVESCO EXCH TRADED FD TR II S&P INTL LOW,
IDMO,INVESCO EXCH TRADED FD TR II S&P INTL MOMNT,
IDN,INTELLICHECK INC COM NEW,Belvedere Trading LLC
IDNA,ISHARES TR GENOMICS IMMUN,Belvedere Trading LLC
IDOG,ALPS ETF TR INTL SEC DV DOG,
IDRA,IDERA PHARMACEUTICALS INC COM PAR,"Group One Trading, L.P."
IDRV,ISHARES TR SELF DRIVNG EV,Belvedere Trading LLC
IDT,IDT CORP CL B NEW,GTS Securities LLC
IDU,ISHARES TR U.S. UTILITS ETF,"Susquehanna Securities, LLC"
IDV,ISHARES TR INTL SEL DIV ETF,"Susquehanna Securities, LLC"
IDX,VANECK VECTORS ETF TR INDONESIA INDEX,
IDXG,INTERPACE BIOSCIENCES INC COM,
IDXX,IDEXX LABS INC COM,"Wolverine Trading, LLC"
IDYA,IDEAYA BIOSCIENCES INC COM,
IEA,INFRA AND ENERGY ALTRNTIVE INC COM,Belvedere Trading LLC
IEAWW,INFRA AND ENERGY ALTRNTIVE INC WT EXP 03272023,
IEC,IEC ELECTRS CORP NEW COM,
IECS,ISHARES U S ETF TR CONSUMER STPLS,
IEDI,ISHARES U S ETF TR DISCRETIONARY,
IEF,ISHARES TR BARCLAYS 7 10 YR,GTS Securities LLC
IEFA,ISHARES TR CORE MSCI EAFE,"Susquehanna Securities, LLC"
IEFN,ISHARES U S ETF TR EVOLVED FINLS,
IEHS,ISHARES U S ETF TR HEALTHCARE,
IEI,ISHARES TR 3 7 YR TREAS BD,Citadel Securities LLC
IEIH,ISHARES U S ETF TR INOVATIV HLTCR,
IEME,ISHARES U S ETF TR MEDIA ENTRNMNT,
IEMG,ISHARES INC CORE MSCI EMKT,"Susquehanna Securities, LLC"
IEO,ISHARES TR US OIL GS EX ETF,Citadel Securities LLC
IEP,ICAHN ENTERPRISES LP DEPOSITARY UNIT,Citadel Securities LLC
IESC,IES HLDGS INC COM,
IETC,ISHARES U S ETF TR TECHNOLOGY,
IEUR,ISHARES TR CORE MSCI EURO,Belvedere Trading LLC
IEUS,ISHARES TR DEVSMCP EXNA ETF,
IEV,ISHARES TR EUROPE ETF,"Susquehanna Securities, LLC"
IEX,IDEX CORP COM,GTS Securities LLC
IEZ,ISHARES TR US OIL EQ&SV ETF,Citadel Securities LLC
IFF,INTERNATIONAL FLAVORS&FRAGRANC COM,Morgan Stanley & Co. LLC
IFFT,INTERNATIONAL FLAVORS&FRAGRANC UNIT EX 091521,
IFGL,ISHARES TR INTL DEV RE ETF,Belvedere Trading LLC
IFMK,IFRESH INC COM,
IFN,INDIA FD INC COM,
IFRA,ISHARES TR US INFRASTRUC,
IFRX,INFLARX NV COM,
IFS,INTERCORP FINL SVCS INC SHS,
IFV,FIRST TR EXCHANGE-TRADED FD VI DORSEY WRIGHT,
IG,PRINCIPAL EXCHANGE-TRADED FDS PRNC INVT GRAD,
IGA,VOYA GLBL ADV & PREM OPP FD COM,
IGAC,IG ACQUISITION CORP COM CL A,
IGACU,IG ACQUISITION CORP UNIT EX 100527,
IGACW,IG ACQUISITION CORP WT EXP 100527,
IGBH,ISHARES U S ETF TR INT RT HD LONG,
IGC,INDIA GLOBALIZATION CAP INC COM NEW,"Group One Trading, L.P."
IGD,VOYA GLBL EQTY DIV & PREM OPP COM,
IGE,ISHARES TR NORTH AMERN NAT,Belvedere Trading LLC
IGEB,ISHARES TR INVESTMENT GRADE,
IGF,ISHARES TR GLB INFRASTR ETF,Belvedere Trading LLC
IGHG,PROSHARES TR INVT INT RT HG,
IGI,WESTERN ASSET INVT GRADE DEFIN COM,
IGIB,ISHARES TR ISHS 5-10YR INVT,"Susquehanna Securities, LLC"
IGIC,INTL GNRL INSURANCE HLDNGS LTD SHS,
IGICW,INTL GNRL INSURANCE HLDNGS LTD WT EXP 031725,
IGLB,ISHARES TR 10+ YR INVST GRD,"Susquehanna Securities, LLC"
IGM,ISHARES TR EXPND TEC SC ETF,Belvedere Trading LLC
IGMS,IGM BIOSCIENCES INC COM,
IGN,ISHARES TR NA TEC MULTM ETF,"Susquehanna Securities, LLC"
IGOV,ISHARES TR INTL TREA BD ETF,"Susquehanna Securities, LLC"
IGR,CBRE CLARION GLOBAL REAL ESTAT COM,
IGRO,ISHARES TR INTL DIV GRWTH,
IGSB,ISHARES TR ISHS 1-5YR INVS,"Wolverine Trading, LLC"
IGT,INTERNATIONAL GAME TECHNOLOGY SHS USD,"Susquehanna Securities, LLC"
IGV,ISHARES TR EXPANDED TECH,"Susquehanna Securities, LLC"
IH,IHUMAN INC ADS COMMON,
IHAK,ISHARES TR CYBERSECURITY,"Wolverine Trading, LLC"
IHC,INDEPENDENCE HLDG CO NEW COM NEW,
IHD,VOYA EMERGING MKTS HIGH DIVID COM,
IHDG,WISDOMTREE TR ITL HDG QTLY DIV,Belvedere Trading LLC
IHE,ISHARES TR U.S. PHARMA ETF,Morgan Stanley & Co. LLC
IHF,ISHARES TR US HLTHCR PR ETF,"Wolverine Trading, LLC"
IHG,INTERCONTINENTAL HOTELS GROUP SPONSORED ADS,
IHI,ISHARES TR U.S. MED DVC ETF,Belvedere Trading LLC
IHIT,INVESCO HIGH INCOME 2023 TARGE COM,
IHRT,IHEARTMEDIA INC COM CL A,"Wolverine Trading, LLC"
IHT,INNSUITES HOSPITALITY TR SH BEN INT,
IHTA,INVESCO HIGH INCOME 2024 TARGE COM,
IHY,VANECK VECTORS ETF TR INTL HIGH YIELD,"Susquehanna Securities, LLC"
IHYF,INVESCO ACTIVELY MANAGED ETF INVSCO HY BD FCT,
IIAC=,INVESTINDUSTRIAL ACQUISITION C UNIT EX,
IID,VOYA INTL HIGH DIV EQTY INM FD COM,
IIF,MORGAN STANLEY INDIA INVT FD I COM,
IIGD,INVESCO EXCHNG TRAD SLF INDEXE INVT GRD DEFSV,
IIGV,INVESCO EXCHNG TRAD SLF INDEXE INVT GRAD VALU,
III,INFORMATION SVCS GROUP INC COM,
IIIIU,INSU ACQUISITION CORP III UNIT EX 123126,
IIIN,INSTEEL INDS INC COM,Belvedere Trading LLC
IIIV,I3 VERTICALS INC COM CL A,Citadel Securities LLC
IIJIY,INTERNET INITIATIVE JAPAN INC SPONSORED ADR,
IIM,INVESCO CALIF MUN INCOME TR COM,
IIN,INTRICON CORP COM,"Susquehanna Securities, LLC"
IIPR,INNOVATIVE INDL PPTYS INC COM,"Susquehanna Securities, LLC"
IIPR-A,INNOVATIVE INDL PPTYS INC 9% CUM PFD SER A,
IIVI,II-VI INC COM,GTS Securities LLC
IIVIP,II-VI INC 6% CONV PFD A,
IJAN,INNOVATOR ETFS TR MSCI EAFE PWR,
IJH,ISHARES TR CORE S&P MCP ETF,GTS Securities LLC
IJJ,ISHARES TR S&P MC 400VL ETF,"Susquehanna Securities, LLC"
IJK,ISHARES TR S&P MC 400GR ETF,"Susquehanna Securities, LLC"
IJR,ISHARES TR CORE S&P SCP ETF,GTS Securities LLC
IJS,ISHARES TR SP SMCP600VL ETF,"Susquehanna Securities, LLC"
IJT,ISHARES TR S&P SML 600 GWT,"Susquehanna Securities, LLC"
IJUL,INNOVATOR ETFS TR MSCI EAFE PWR,
IKNX,IKONICS CORP COM,
IKT,INHIBIKASE THERAPEUTICS INC COM,
ILF,ISHARES TR LATN AMER 40 ETF,Citadel Securities LLC
ILMN,ILLUMINA INC COM,"Susquehanna Securities, LLC"
ILPT,INDUSTRIAL LOGISTICS PPTYS TR COM SHS BEN INT,"Susquehanna Securities, LLC"
ILTB,ISHARES TR CORE LT USDB ETF,
IMAB,I MAB SPONSORED ADS,
IMAC,IMAC HLDGS INC COM,
IMACW,IMAC HLDGS INC WT EXP 021224,
IMAX,IMAX CORP COM,GTS Securities LLC
IMBI,IMEDIA BRANDS INC COM CL A,
IMGN,IMMUNOGEN INC COM,Morgan Stanley & Co. LLC
IMH,IMPAC MTG HLDGS INC COM NEW,Citadel Securities LLC
IMKTA,INGLES MKTS INC CL A,"Susquehanna Securities, LLC"
IMLP,BARCLAYS BANK PLC IPATH S&P MLP,
IMMP,IMMUTEP LTD SPONSORED ADS,
IMMR,IMMERSION CORP COM,Citadel Securities LLC
IMNM,IMMUNOME INC COM,
IMO,IMPERIAL OIL LTD COM NEW,"Susquehanna Securities, LLC"
IMOM,ALPHA ARCHITECT ETF TR INTL QUAN MOMNTM,
IMOS,CHIPMOS TECHNOLOGIES INC SPONSORD ADS NEW,
IMPX,AEA-BRIDGES IMPACT CORP SHS CL A,
IMPX+,AEA-BRIDGES IMPACT CORP WT EXP 091925,
IMPX=,AEA-BRIDGES IMPACT CORP UNIT,
IMRA,IMARA INC COM,
IMRN,IMMURON LTD SPONSORED ADR,
IMRNW,IMMURON LTD WT EXP 051222,
IMTB,ISHARES TR CR 5 10 YR ETF,
IMTE,INTEGRATED MEDIA TECHNLOGY LTD SHS,
IMTM,ISHARES TR MSCI INTL MOMENT,
IMTX,IMMATICS N.V SHS,
IMTXW,IMMATICS N.V WT EXP 070125,
IMUX,IMMUNIC INC COM,Belvedere Trading LLC
IMV,IMV INC COM,
IMVT,IMMUNOVANT INC COM,
IMXI,INTERNATIONAL MNY EXPRESS INC COM,
INAQ,INSU ACQUISITION CORP II COM CL A,Citadel Securities LLC
INAQU,INSU ACQUISITION CORP II UNIT EX 090425,
INAQW,INSU ACQUISITION CORP II WT EXP 090125,
INBK,FIRST INTERNET BANCORP COM,
INBKL,FIRST INTERNET BANCORP SB NT FXD FLG MA,
INBKZ,FIRST INTERNET BANCORP FXD FLTG 29,
INBX,INHIBRX INC COM,
INCO,COLUMBIA ETF TR II INDIA CONSMR ETF,
INCY,INCYTE CORP COM,"Susquehanna Securities, LLC"
INDA,ISHARES TR MSCI INDIA ETF,"Wolverine Trading, LLC"
INDB,INDEPENDENT BANK CORP MASS COM,
INDF,EXCHANGE TRADED CONCEPTS TR NIFTY INDIA FINA,
INDL,DIREXION SHS ETF TR DAILY MSCI INDIA,"Susquehanna Securities, LLC"
INDO,INDONESIA ENERGY CORP LTD ORD SHS,
INDS,PACER FDS TR BNCHMRK INDSTR,
INDT,INDUS REALTY TRUST INC COM,
INDY,ISHARES TR INDIA 50 ETF,
INFI,INFINITY PHARMACEUTICALS INC COM,"Group One Trading, L.P."
INFN,INFINERA CORP COM,GTS Securities LLC
INFO,IHS MARKIT LTD SHS,Citadel Securities LLC
INFR,LEGG MASON ETF INVT TR GLOBAL INFSTRU,
INFU,INFUSYSTEM HLDGS INC COM,
INFY,INFOSYS LTD SPONSORED ADR,Citadel Securities LLC
ING,ING GROEP N.V. SPONSORED ADR,"Susquehanna Securities, LLC"
INGN,INOGEN INC COM,"Wolverine Trading, LLC"
INGR,INGREDION INC COM,Citadel Securities LLC
INKAU,KLUDEIN I ACQUISITION CORP UNIT EX,
INKM,SSGA ACTIVE ETF TR INCOM ALLO ETF,
INM,INMED PHARMACEUTICALS INC COM NEW,
INMB,INMUNE BIO INC COM,
INMD,INMODE LTD SHS,"Susquehanna Securities, LLC"
INN,SUMMIT HOTEL PPTYS INC COM,"Susquehanna Securities, LLC"
INN-D,SUMMIT HOTEL PPTYS INC RED PFD SER D,
INN-E,SUMMIT HOTEL PPTYS INC 6.250% CUM PFD E,
INO,INOVIO PHARMACEUTICALS INC COM NEW,"Susquehanna Securities, LLC"
INOD,INNODATA INC COM NEW,"Wolverine Trading, LLC"
INOV,INOVALON HLDGS INC COM CL A,"Susquehanna Securities, LLC"
INPTF,BARCLAYS BK PLC IPMS INDIA ETN,
INPX,INPIXON COM,
INS,INTELLIGENT SYS CORP NEW COM,
INSE,INSPIRED ENTMT INC COM,
INSG,INSEEGO CORP COM,"Group One Trading, L.P."
INSI,INSIGHT SELECT INCOME FD COM,
INSM,INSMED INC COM PAR $.01,"Group One Trading, L.P."
INSP,INSPIRE MED SYS INC COM,"Wolverine Trading, LLC"
